raw_permit_id,parser_run_id,input_file_id,output_csv_file_id,csv_row_number,address,parcel_number,permit_number,permit_type,description,valuation,status,applied_date,issued_date,contractor_name,permit_type_clean,address_normalized,parcel_number_normalized,permit_number_normalized,permit_type_normalized,description_normalized,valuation_normalized,status_normalized,applied_date_normalized,issued_date_normalized,contractor_name_normalized,validation,validation_record_status,validation_address_status,validation_applied_date_status,validation_contractor_name_status,validation_description_status,validation_issued_date_status,validation_parcel_number_status,validation_permit_number_status,validation_permit_type_status,validation_status_status,validation_valuation_status,permit_number_prefix,description_keywords,valuation_bucket
run_20260625_171448_721_row_000002,run_20260625_171448_721,run_20260625_171448_721_input,run_20260625_171448_721_csv,2,"9820 Longden Avenue, Temple City, California 91780",5385-022-007,B24-46386,Building,"NEW 2-STORY SINGLE FAMILY DWELLING: 4 BEDROOMS, 5 BATHROOMS WITH ATTACHED 2-CAR GARAGE AND COVERED PORCH.","$536,078.1",Issued,03-20-2024,04-01-2025,"Assen Homes, Inc.",Building,"9820 Longden Avenue, Temple City, California 91780",5385-022-007,B24-46386,Building,"NEW 2-STORY SINGLE FAMILY DWELLING: 4 BEDROOMS, 5 BATHROOMS WITH ATTACHED 2-CAR GARAGE AND COVERED PORCH.",536078.1,Issued,2024-03-20,2025-04-01,"Assen Homes, Inc.","{'record_status': 'valid', 'fields': {'address': {'status': 'valid', 'raw_value': '9820 Longden Avenue, Temple City, California 91780', 'normalized_value': '9820 Longden Avenue, Temple City, California 91780', 'messages': []}, 'parcel_number': {'status': 'valid', 'raw_value': '5385-022-007', 'normalized_value': '5385-022-007', 'messages': []}, 'permit_number': {'status': 'valid', 'raw_value': 'B24-46386', 'normalized_value': 'B24-46386', 'messages': []}, 'permit_type': {'status': 'valid', 'raw_value': 'Building', 'normalized_value': 'Building', 'messages': []}, 'description': {'status': 'valid', 'raw_value': 'NEW 2-STORY SINGLE FAMILY DWELLING: 4 BEDROOMS, 5 BATHROOMS WITH ATTACHED 2-CAR GARAGE AND COVERED PORCH.', 'normalized_value': 'NEW 2-STORY SINGLE FAMILY DWELLING: 4 BEDROOMS, 5 BATHROOMS WITH ATTACHED 2-CAR GARAGE AND COVERED PORCH.', 'messages': []}, 'valuation': {'status': 'valid', 'raw_value': '$536,078.1', 'normalized_value': 536078.1, 'messages': []}, 'status': {'status': 'valid', 'raw_value': 'Issued', 'normalized_value': 'Issued', 'messages': []}, 'applied_date': {'status': 'valid', 'raw_value': '03-20-2024', 'normalized_value': '2024-03-20', 'messages': []}, 'issued_date': {'status': 'valid', 'raw_value': '04-01-2025', 'normalized_value': '2025-04-01', 'messages': []}, 'contractor_name': {'status': 'valid', 'raw_value': 'Assen Homes, Inc.', 'normalized_value': 'Assen Homes, Inc.', 'messages': []}}, 'validated_at': '2026-06-25T17:50:56.817743+00:00'}",valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,B,mechanical,100000_plus
run_20260625_171448_721_row_000003,run_20260625_171448_721,run_20260625_171448_721_input,run_20260625_171448_721_csv,3,"9822 Longden Avenue, Temple City, California 91780",5385-022-007,B24-46387,Building,"NEW 2-STORY FAMILY DWELLING UNIT: 4 BEDROOMS, 4.5 BATHROOMS WITH ATTACHED 2-CAR GARAGE AND COVERED PORCH.","$514,207.16",Issued,03-20-2024,04-01-2025,"Assen Homes, Inc.",Building,"9822 Longden Avenue, Temple City, California 91780",5385-022-007,B24-46387,Building,"NEW 2-STORY FAMILY DWELLING UNIT: 4 BEDROOMS, 4.5 BATHROOMS WITH ATTACHED 2-CAR GARAGE AND COVERED PORCH.",514207.16,Issued,2024-03-20,2025-04-01,"Assen Homes, Inc.","{'record_status': 'valid', 'fields': {'address': {'status': 'valid', 'raw_value': '9822 Longden Avenue, Temple City, California 91780', 'normalized_value': '9822 Longden Avenue, Temple City, California 91780', 'messages': []}, 'parcel_number': {'status': 'valid', 'raw_value': '5385-022-007', 'normalized_value': '5385-022-007', 'messages': []}, 'permit_number': {'status': 'valid', 'raw_value': 'B24-46387', 'normalized_value': 'B24-46387', 'messages': []}, 'permit_type': {'status': 'valid', 'raw_value': 'Building', 'normalized_value': 'Building', 'messages': []}, 'description': {'status': 'valid', 'raw_value': 'NEW 2-STORY FAMILY DWELLING UNIT: 4 BEDROOMS, 4.5 BATHROOMS WITH ATTACHED 2-CAR GARAGE AND COVERED PORCH.', 'normalized_value': 'NEW 2-STORY FAMILY DWELLING UNIT: 4 BEDROOMS, 4.5 BATHROOMS WITH ATTACHED 2-CAR GARAGE AND COVERED PORCH.', 'messages': []}, 'valuation': {'status': 'valid', 'raw_value': '$514,207.16', 'normalized_value': 514207.16, 'messages': []}, 'status': {'status': 'valid', 'raw_value': 'Issued', 'normalized_value': 'Issued', 'messages': []}, 'applied_date': {'status': 'valid', 'raw_value': '03-20-2024', 'normalized_value': '2024-03-20', 'messages': []}, 'issued_date': {'status': 'valid', 'raw_value': '04-01-2025', 'normalized_value': '2025-04-01', 'messages': []}, 'contractor_name': {'status': 'valid', 'raw_value': 'Assen Homes, Inc.', 'normalized_value': 'Assen Homes, Inc.', 'messages': []}}, 'validated_at': '2026-06-25T17:50:56.817940+00:00'}",valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,B,mechanical,100000_plus
run_20260625_171448_721_row_000004,run_20260625_171448_721,run_20260625_171448_721_input,run_20260625_171448_721_csv,4,"9824 Longden Avenue, Temple City, California 91780",5385-022-007,B24-46388,Building,"NEW 2-STORY SINGLE FAMILY DWELLING: 5 BEDROOMS, 4.5 BATHROOMS WITH ATTACHED 2-CAR GARAGE AND COVERED PORCH.","$530,040.36",Issued,03-20-2024,04-01-2025,"Assen Homes, Inc.",Building,"9824 Longden Avenue, Temple City, California 91780",5385-022-007,B24-46388,Building,"NEW 2-STORY SINGLE FAMILY DWELLING: 5 BEDROOMS, 4.5 BATHROOMS WITH ATTACHED 2-CAR GARAGE AND COVERED PORCH.",530040.36,Issued,2024-03-20,2025-04-01,"Assen Homes, Inc.","{'record_status': 'valid', 'fields': {'address': {'status': 'valid', 'raw_value': '9824 Longden Avenue, Temple City, California 91780', 'normalized_value': '9824 Longden Avenue, Temple City, California 91780', 'messages': []}, 'parcel_number': {'status': 'valid', 'raw_value': '5385-022-007', 'normalized_value': '5385-022-007', 'messages': []}, 'permit_number': {'status': 'valid', 'raw_value': 'B24-46388', 'normalized_value': 'B24-46388', 'messages': []}, 'permit_type': {'status': 'valid', 'raw_value': 'Building', 'normalized_value': 'Building', 'messages': []}, 'description': {'status': 'valid', 'raw_value': 'NEW 2-STORY SINGLE FAMILY DWELLING: 5 BEDROOMS, 4.5 BATHROOMS WITH ATTACHED 2-CAR GARAGE AND COVERED PORCH.', 'normalized_value': 'NEW 2-STORY SINGLE FAMILY DWELLING: 5 BEDROOMS, 4.5 BATHROOMS WITH ATTACHED 2-CAR GARAGE AND COVERED PORCH.', 'messages': []}, 'valuation': {'status': 'valid', 'raw_value': '$530,040.36', 'normalized_value': 530040.36, 'messages': []}, 'status': {'status': 'valid', 'raw_value': 'Issued', 'normalized_value': 'Issued', 'messages': []}, 'applied_date': {'status': 'valid', 'raw_value': '03-20-2024', 'normalized_value': '2024-03-20', 'messages': []}, 'issued_date': {'status': 'valid', 'raw_value': '04-01-2025', 'normalized_value': '2025-04-01', 'messages': []}, 'contractor_name': {'status': 'valid', 'raw_value': 'Assen Homes, Inc.', 'normalized_value': 'Assen Homes, Inc.', 'messages': []}}, 'validated_at': '2026-06-25T17:50:56.818146+00:00'}",valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,B,mechanical,100000_plus
run_20260625_171448_721_row_000005,run_20260625_171448_721,run_20260625_171448_721_input,run_20260625_171448_721_csv,5,"6103 Kauffman Avenue, Temple City, California 91780",5385-017-009,B25-48881,Building,TEAR OFF/REROOF 17 SQUARES. INSTALL 15LB FELT UNDERLAYMENT AND COMP SHINGLES: GAF TIMBERLINE HDZ-SANDALWOOD CRRC #0676-0133B,"$13,151",Finaled,04-01-2025,04-01-2025,Roof Doctors,Building,"6103 Kauffman Avenue, Temple City, California 91780",5385-017-009,B25-48881,Building,TEAR OFF/REROOF 17 SQUARES. INSTALL 15LB FELT UNDERLAYMENT AND COMP SHINGLES: GAF TIMBERLINE HDZ-SANDALWOOD CRRC #0676-0133B,13151.0,Finaled,2025-04-01,2025-04-01,Roof Doctors,"{'record_status': 'valid', 'fields': {'address': {'status': 'valid', 'raw_value': '6103 Kauffman Avenue, Temple City, California 91780', 'normalized_value': '6103 Kauffman Avenue, Temple City, California 91780', 'messages': []}, 'parcel_number': {'status': 'valid', 'raw_value': '5385-017-009', 'normalized_value': '5385-017-009', 'messages': []}, 'permit_number': {'status': 'valid', 'raw_value': 'B25-48881', 'normalized_value': 'B25-48881', 'messages': []}, 'permit_type': {'status': 'valid', 'raw_value': 'Building', 'normalized_value': 'Building', 'messages': []}, 'description': {'status': 'valid', 'raw_value': 'TEAR OFF/REROOF 17 SQUARES. INSTALL 15LB FELT UNDERLAYMENT AND COMP SHINGLES: GAF TIMBERLINE HDZ-SANDALWOOD CRRC #0676-0133B', 'normalized_value': 'TEAR OFF/REROOF 17 SQUARES. INSTALL 15LB FELT UNDERLAYMENT AND COMP SHINGLES: GAF TIMBERLINE HDZ-SANDALWOOD CRRC #0676-0133B', 'messages': []}, 'valuation': {'status': 'valid', 'raw_value': '$13,151', 'normalized_value': 13151.0, 'messages': []}, 'status': {'status': 'valid', 'raw_value': 'Finaled', 'normalized_value': 'Finaled', 'messages': []}, 'applied_date': {'status': 'valid', 'raw_value': '04-01-2025', 'normalized_value': '2025-04-01', 'messages': []}, 'issued_date': {'status': 'valid', 'raw_value': '04-01-2025', 'normalized_value': '2025-04-01', 'messages': []}, 'contractor_name': {'status': 'valid', 'raw_value': 'Roof Doctors', 'normalized_value': 'Roof Doctors', 'messages': []}}, 'validated_at': '2026-06-25T17:50:56.818389+00:00'}",valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,B,roof,10000_99999
run_20260625_171448_721_row_000006,run_20260625_171448_721,run_20260625_171448_721_input,run_20260625_171448_721_csv,6,"9089 Emperor Avenue, San Gabriel, California 91775",5382-012-023,E25-48882,Electrical,TEMPORARY POWER POLE,$0,Finaled,04-01-2025,04-01-2025,Romani Construction and Development,Electrical,"9089 Emperor Avenue, San Gabriel, California 91775",5382-012-023,E25-48882,Electrical,TEMPORARY POWER POLE,0.0,Finaled,2025-04-01,2025-04-01,Romani Construction and Development,"{'record_status': 'valid', 'fields': {'address': {'status': 'valid', 'raw_value': '9089 Emperor Avenue, San Gabriel, California 91775', 'normalized_value': '9089 Emperor Avenue, San Gabriel, California 91775', 'messages': []}, 'parcel_number': {'status': 'valid', 'raw_value': '5382-012-023', 'normalized_value': '5382-012-023', 'messages': []}, 'permit_number': {'status': 'valid', 'raw_value': 'E25-48882', 'normalized_value': 'E25-48882', 'messages': []}, 'permit_type': {'status': 'valid', 'raw_value': 'Electrical', 'normalized_value': 'Electrical', 'messages': []}, 'description': {'status': 'valid', 'raw_value': 'TEMPORARY POWER POLE', 'normalized_value': 'TEMPORARY POWER POLE', 'messages': []}, 'valuation': {'status': 'valid', 'raw_value': '$0', 'normalized_value': 0.0, 'messages': []}, 'status': {'status': 'valid', 'raw_value': 'Finaled', 'normalized_value': 'Finaled', 'messages': []}, 'applied_date': {'status': 'valid', 'raw_value': '04-01-2025', 'normalized_value': '2025-04-01', 'messages': []}, 'issued_date': {'status': 'valid', 'raw_value': '04-01-2025', 'normalized_value': '2025-04-01', 'messages': []}, 'contractor_name': {'status': 'valid', 'raw_value': 'Romani Construction and Development', 'normalized_value': 'Romani Construction and Development', 'messages': []}}, 'validated_at': '2026-06-25T17:50:56.818713+00:00'}",valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,E,other,le_1
run_20260625_171448_721_row_000007,run_20260625_171448_721,run_20260625_171448_721_input,run_20260625_171448_721_csv,7,"9818 - 9824 Longden Avenue, Temple City, California 91780",5385-022-007,G23-43939,Grading,GRADING FOR FOUR NEW SINGLE FAMILY DWELLINGS (SEE ALSO GRADING PLAN CHECK # G20-40098),$0,Issued,01-23-2023,04-01-2025,"Assen Homes, Inc.",Grading,"9818 - 9824 Longden Avenue, Temple City, California 91780",5385-022-007,G23-43939,Grading,GRADING FOR FOUR NEW SINGLE FAMILY DWELLINGS (SEE ALSO GRADING PLAN CHECK # G20-40098),0.0,Issued,2023-01-23,2025-04-01,"Assen Homes, Inc.","{'record_status': 'valid', 'fields': {'address': {'status': 'valid', 'raw_value': '9818 - 9824 Longden Avenue, Temple City, California 91780', 'normalized_value': '9818 - 9824 Longden Avenue, Temple City, California 91780', 'messages': []}, 'parcel_number': {'status': 'valid', 'raw_value': '5385-022-007', 'normalized_value': '5385-022-007', 'messages': []}, 'permit_number': {'status': 'valid', 'raw_value': 'G23-43939', 'normalized_value': 'G23-43939', 'messages': []}, 'permit_type': {'status': 'valid', 'raw_value': 'Grading', 'normalized_value': 'Grading', 'messages': []}, 'description': {'status': 'valid', 'raw_value': 'GRADING FOR FOUR NEW SINGLE FAMILY DWELLINGS (SEE ALSO GRADING PLAN CHECK # G20-40098)', 'normalized_value': 'GRADING FOR FOUR NEW SINGLE FAMILY DWELLINGS (SEE ALSO GRADING PLAN CHECK # G20-40098)', 'messages': []}, 'valuation': {'status': 'valid', 'raw_value': '$0', 'normalized_value': 0.0, 'messages': []}, 'status': {'status': 'valid', 'raw_value': 'Issued', 'normalized_value': 'Issued', 'messages': []}, 'applied_date': {'status': 'valid', 'raw_value': '01-23-2023', 'normalized_value': '2023-01-23', 'messages': []}, 'issued_date': {'status': 'valid', 'raw_value': '04-01-2025', 'normalized_value': '2025-04-01', 'messages': []}, 'contractor_name': {'status': 'valid', 'raw_value': 'Assen Homes, Inc.', 'normalized_value': 'Assen Homes, Inc.', 'messages': []}}, 'validated_at': '2026-06-25T17:50:56.819099+00:00'}",valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,G,other,le_1
run_20260625_171448_721_row_000008,run_20260625_171448_721,run_20260625_171448_721_input,run_20260625_171448_721_csv,8,"9227 Olive Street, Temple City, California 91780",8588-031-011,B24-46553,Building,"NEW 2-STORY SINGLE FAMILY DWELLING: 4 BEDROOMS, 4 BATHROOMS AND FRONT PORCH","$540,000",Issued,04-11-2024,04-02-2025,Owner-Builder,Building,"9227 Olive Street, Temple City, California 91780",8588-031-011,B24-46553,Building,"NEW 2-STORY SINGLE FAMILY DWELLING: 4 BEDROOMS, 4 BATHROOMS AND FRONT PORCH",540000.0,Issued,2024-04-11,2025-04-02,Owner-Builder,"{'record_status': 'valid', 'fields': {'address': {'status': 'valid', 'raw_value': '9227 Olive Street, Temple City, California 91780', 'normalized_value': '9227 Olive Street, Temple City, California 91780', 'messages': []}, 'parcel_number': {'status': 'valid', 'raw_value': '8588-031-011', 'normalized_value': '8588-031-011', 'messages': []}, 'permit_number': {'status': 'valid', 'raw_value': 'B24-46553', 'normalized_value': 'B24-46553', 'messages': []}, 'permit_type': {'status': 'valid', 'raw_value': 'Building', 'normalized_value': 'Building', 'messages': []}, 'description': {'status': 'valid', 'raw_value': 'NEW 2-STORY SINGLE FAMILY DWELLING: 4 BEDROOMS, 4 BATHROOMS AND FRONT PORCH', 'normalized_value': 'NEW 2-STORY SINGLE FAMILY DWELLING: 4 BEDROOMS, 4 BATHROOMS AND FRONT PORCH', 'messages': []}, 'valuation': {'status': 'valid', 'raw_value': '$540,000', 'normalized_value': 540000.0, 'messages': []}, 'status': {'status': 'valid', 'raw_value': 'Issued', 'normalized_value': 'Issued', 'messages': []}, 'applied_date': {'status': 'valid', 'raw_value': '04-11-2024', 'normalized_value': '2024-04-11', 'messages': []}, 'issued_date': {'status': 'valid', 'raw_value': '04-02-2025', 'normalized_value': '2025-04-02', 'messages': []}, 'contractor_name': {'status': 'valid', 'raw_value': 'Owner-Builder', 'normalized_value': 'Owner-Builder', 'messages': []}}, 'validated_at': '2026-06-25T17:50:56.819432+00:00'}",valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,B,other,100000_plus
run_20260625_171448_721_row_000009,run_20260625_171448_721,run_20260625_171448_721_input,run_20260625_171448_721_csv,9,"6229 Encinita Avenue Unit B , Temple City, California 91780",5384-011-021,B25-48884,Building,INSTALL FIRE SPRINKLER FOR A NEW DETACHED ACCESSORY DWELLING UNIT,$3500,Issued,04-02-2025,04-02-2025,Premium Fire & Safety Services Inc.,Building,"6229 Encinita Avenue Unit B , Temple City, California 91780",5384-011-021,B25-48884,Building,INSTALL FIRE SPRINKLER FOR A NEW DETACHED ACCESSORY DWELLING UNIT,3500.0,Issued,2025-04-02,2025-04-02,Premium Fire & Safety Services Inc.,"{'record_status': 'valid', 'fields': {'address': {'status': 'valid', 'raw_value': '6229 Encinita Avenue Unit B , Temple City, California 91780', 'normalized_value': '6229 Encinita Avenue Unit B , Temple City, California 91780', 'messages': []}, 'parcel_number': {'status': 'valid', 'raw_value': '5384-011-021', 'normalized_value': '5384-011-021', 'messages': []}, 'permit_number': {'status': 'valid', 'raw_value': 'B25-48884', 'normalized_value': 'B25-48884', 'messages': []}, 'permit_type': {'status': 'valid', 'raw_value': 'Building', 'normalized_value': 'Building', 'messages': []}, 'description': {'status': 'valid', 'raw_value': 'INSTALL FIRE SPRINKLER FOR A NEW DETACHED ACCESSORY DWELLING UNIT', 'normalized_value': 'INSTALL FIRE SPRINKLER FOR A NEW DETACHED ACCESSORY DWELLING UNIT', 'messages': []}, 'valuation': {'status': 'valid', 'raw_value': '$3500', 'normalized_value': 3500.0, 'messages': []}, 'status': {'status': 'valid', 'raw_value': 'Issued', 'normalized_value': 'Issued', 'messages': []}, 'applied_date': {'status': 'valid', 'raw_value': '04-02-2025', 'normalized_value': '2025-04-02', 'messages': []}, 'issued_date': {'status': 'valid', 'raw_value': '04-02-2025', 'normalized_value': '2025-04-02', 'messages': []}, 'contractor_name': {'status': 'valid', 'raw_value': 'Premium Fire & Safety Services Inc.', 'normalized_value': 'Premium Fire & Safety Services Inc.', 'messages': []}}, 'validated_at': '2026-06-25T17:50:56.819692+00:00'}",valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,B,mechanical,1000_9999
run_20260625_171448_721_row_000010,run_20260625_171448_721,run_20260625_171448_721_input,run_20260625_171448_721_csv,10,"6346 Barela Avenue, Temple City, California 91780",5383-018-003,E25-48888,Electrical,UPGRADE ELECTRICAL PANEL FROM 100 AMP TO 200 AMP AND INSTALL A 240V EV CHARGER OUTLET,$0,Issued,04-02-2025,04-02-2025,JBL Electrical & Energy Inc.,Electrical,"6346 Barela Avenue, Temple City, California 91780",5383-018-003,E25-48888,Electrical,UPGRADE ELECTRICAL PANEL FROM 100 AMP TO 200 AMP AND INSTALL A 240V EV CHARGER OUTLET,0.0,Issued,2025-04-02,2025-04-02,JBL Electrical & Energy Inc.,"{'record_status': 'valid', 'fields': {'address': {'status': 'valid', 'raw_value': '6346 Barela Avenue, Temple City, California 91780', 'normalized_value': '6346 Barela Avenue, Temple City, California 91780', 'messages': []}, 'parcel_number': {'status': 'valid', 'raw_value': '5383-018-003', 'normalized_value': '5383-018-003', 'messages': []}, 'permit_number': {'status': 'valid', 'raw_value': 'E25-48888', 'normalized_value': 'E25-48888', 'messages': []}, 'permit_type': {'status': 'valid', 'raw_value': 'Electrical', 'normalized_value': 'Electrical', 'messages': []}, 'description': {'status': 'valid', 'raw_value': 'UPGRADE ELECTRICAL PANEL FROM 100 AMP TO 200 AMP AND INSTALL A 240V EV CHARGER OUTLET', 'normalized_value': 'UPGRADE ELECTRICAL PANEL FROM 100 AMP TO 200 AMP AND INSTALL A 240V EV CHARGER OUTLET', 'messages': []}, 'valuation': {'status': 'valid', 'raw_value': '$0', 'normalized_value': 0.0, 'messages': []}, 'status': {'status': 'valid', 'raw_value': 'Issued', 'normalized_value': 'Issued', 'messages': []}, 'applied_date': {'status': 'valid', 'raw_value': '04-02-2025', 'normalized_value': '2025-04-02', 'messages': []}, 'issued_date': {'status': 'valid', 'raw_value': '04-02-2025', 'normalized_value': '2025-04-02', 'messages': []}, 'contractor_name': {'status': 'valid', 'raw_value': 'JBL Electrical & Energy Inc.', 'normalized_value': 'JBL Electrical & Energy Inc.', 'messages': []}}, 'validated_at': '2026-06-25T17:50:56.819939+00:00'}",valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,E,electrical,le_1
run_20260625_171448_721_row_000011,run_20260625_171448_721,run_20260625_171448_721_input,run_20260625_171448_721_csv,11,"9006 Garibaldi Avenue, Temple City, California 91780",5384-016-067,E25-48889,Electrical,UPGRADE ELECTRICAL PANEL FROM 100 AMP TO 200 AMP AND INSTALL A 240V EV CHARGER OUTLET NEXT TO MAIN PANEL,$0,Issued,04-02-2025,04-02-2025,JBL Electrical & Energy Inc.,Electrical,"9006 Garibaldi Avenue, Temple City, California 91780",5384-016-067,E25-48889,Electrical,UPGRADE ELECTRICAL PANEL FROM 100 AMP TO 200 AMP AND INSTALL A 240V EV CHARGER OUTLET NEXT TO MAIN PANEL,0.0,Issued,2025-04-02,2025-04-02,JBL Electrical & Energy Inc.,"{'record_status': 'valid', 'fields': {'address': {'status': 'valid', 'raw_value': '9006 Garibaldi Avenue, Temple City, California 91780', 'normalized_value': '9006 Garibaldi Avenue, Temple City, California 91780', 'messages': []}, 'parcel_number': {'status': 'valid', 'raw_value': '5384-016-067', 'normalized_value': '5384-016-067', 'messages': []}, 'permit_number': {'status': 'valid', 'raw_value': 'E25-48889', 'normalized_value': 'E25-48889', 'messages': []}, 'permit_type': {'status': 'valid', 'raw_value': 'Electrical', 'normalized_value': 'Electrical', 'messages': []}, 'description': {'status': 'valid', 'raw_value': 'UPGRADE ELECTRICAL PANEL FROM 100 AMP TO 200 AMP AND INSTALL A 240V EV CHARGER OUTLET NEXT TO MAIN PANEL', 'normalized_value': 'UPGRADE ELECTRICAL PANEL FROM 100 AMP TO 200 AMP AND INSTALL A 240V EV CHARGER OUTLET NEXT TO MAIN PANEL', 'messages': []}, 'valuation': {'status': 'valid', 'raw_value': '$0', 'normalized_value': 0.0, 'messages': []}, 'status': {'status': 'valid', 'raw_value': 'Issued', 'normalized_value': 'Issued', 'messages': []}, 'applied_date': {'status': 'valid', 'raw_value': '04-02-2025', 'normalized_value': '2025-04-02', 'messages': []}, 'issued_date': {'status': 'valid', 'raw_value': '04-02-2025', 'normalized_value': '2025-04-02', 'messages': []}, 'contractor_name': {'status': 'valid', 'raw_value': 'JBL Electrical & Energy Inc.', 'normalized_value': 'JBL Electrical & Energy Inc.', 'messages': []}}, 'validated_at': '2026-06-25T17:50:56.820328+00:00'}",valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,E,electrical,le_1
run_20260625_171448_721_row_000012,run_20260625_171448_721,run_20260625_171448_721_input,run_20260625_171448_721_csv,12,"9227 Olive Street, Temple City, California 91780",8588-031-011,G24-47346,Grading,GRADING FOR A NEW SINGLE FAMILY DWELLING,$0,Issued,08-22-2024,04-02-2025,Owner-Builder,Grading,"9227 Olive Street, Temple City, California 91780",8588-031-011,G24-47346,Grading,GRADING FOR A NEW SINGLE FAMILY DWELLING,0.0,Issued,2024-08-22,2025-04-02,Owner-Builder,"{'record_status': 'valid', 'fields': {'address': {'status': 'valid', 'raw_value': '9227 Olive Street, Temple City, California 91780', 'normalized_value': '9227 Olive Street, Temple City, California 91780', 'messages': []}, 'parcel_number': {'status': 'valid', 'raw_value': '8588-031-011', 'normalized_value': '8588-031-011', 'messages': []}, 'permit_number': {'status': 'valid', 'raw_value': 'G24-47346', 'normalized_value': 'G24-47346', 'messages': []}, 'permit_type': {'status': 'valid', 'raw_value': 'Grading', 'normalized_value': 'Grading', 'messages': []}, 'description': {'status': 'valid', 'raw_value': 'GRADING FOR A NEW SINGLE FAMILY DWELLING', 'normalized_value': 'GRADING FOR A NEW SINGLE FAMILY DWELLING', 'messages': []}, 'valuation': {'status': 'valid', 'raw_value': '$0', 'normalized_value': 0.0, 'messages': []}, 'status': {'status': 'valid', 'raw_value': 'Issued', 'normalized_value': 'Issued', 'messages': []}, 'applied_date': {'status': 'valid', 'raw_value': '08-22-2024', 'normalized_value': '2024-08-22', 'messages': []}, 'issued_date': {'status': 'valid', 'raw_value': '04-02-2025', 'normalized_value': '2025-04-02', 'messages': []}, 'contractor_name': {'status': 'valid', 'raw_value': 'Owner-Builder', 'normalized_value': 'Owner-Builder', 'messages': []}}, 'validated_at': '2026-06-25T17:50:56.820881+00:00'}",valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,G,other,le_1
run_20260625_171448_721_row_000013,run_20260625_171448_721,run_20260625_171448_721_input,run_20260625_171448_721_csv,13,"9552 Live Oak Avenue, Temple City, California 91780",8588-007-005,G25-48886,Grading,DEMOLISH EXISTING POOL WITH BACKFILLING WITH STRUCTURAL COMPACTED FILL,$0,Issued,04-02-2025,04-02-2025,World Demolition,Grading,"9552 Live Oak Avenue, Temple City, California 91780",8588-007-005,G25-48886,Grading,DEMOLISH EXISTING POOL WITH BACKFILLING WITH STRUCTURAL COMPACTED FILL,0.0,Issued,2025-04-02,2025-04-02,World Demolition,"{'record_status': 'valid', 'fields': {'address': {'status': 'valid', 'raw_value': '9552 Live Oak Avenue, Temple City, California 91780', 'normalized_value': '9552 Live Oak Avenue, Temple City, California 91780', 'messages': []}, 'parcel_number': {'status': 'valid', 'raw_value': '8588-007-005', 'normalized_value': '8588-007-005', 'messages': []}, 'permit_number': {'status': 'valid', 'raw_value': 'G25-48886', 'normalized_value': 'G25-48886', 'messages': []}, 'permit_type': {'status': 'valid', 'raw_value': 'Grading', 'normalized_value': 'Grading', 'messages': []}, 'description': {'status': 'valid', 'raw_value': 'DEMOLISH EXISTING POOL WITH BACKFILLING WITH STRUCTURAL COMPACTED FILL', 'normalized_value': 'DEMOLISH EXISTING POOL WITH BACKFILLING WITH STRUCTURAL COMPACTED FILL', 'messages': []}, 'valuation': {'status': 'valid', 'raw_value': '$0', 'normalized_value': 0.0, 'messages': []}, 'status': {'status': 'valid', 'raw_value': 'Issued', 'normalized_value': 'Issued', 'messages': []}, 'applied_date': {'status': 'valid', 'raw_value': '04-02-2025', 'normalized_value': '2025-04-02', 'messages': []}, 'issued_date': {'status': 'valid', 'raw_value': '04-02-2025', 'normalized_value': '2025-04-02', 'messages': []}, 'contractor_name': {'status': 'valid', 'raw_value': 'World Demolition', 'normalized_value': 'World Demolition', 'messages': []}}, 'validated_at': '2026-06-25T17:50:56.823272+00:00'}",valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,valid,G,mechanical+demolition+pool,le_1
