Address                                                              , Parcel No   , Permit No   , Permit Type  , Bldg Permit Subtype      , Work Description                                                                                                                                                                                                                                                                                                                                                                                                              , Valuation     , Permit Status, Application Date, Issue Date, Expire Date, Final Date, Contractor
"9419 Kennerly Street, Temple City, California 91780"                , 8590-012-015, E25-48353   , Electrical   ,                          , (2) ENPHASE 1Q 5P-1P BATTERIES                                                                                                                                                                                                                                                                                                                                                                                                , $0            , Issued       , 1/22/2025       , 1/22/2025 , 1/22/2026  ,           , Solar Solutions 4 U Inc. dba H L V Electric Co.
"5781 Rosemead Boulevard, Temple City, California 91780"             , 5387-012-045, E25-48355   , Electrical   ,                          , INSTALL ONE SET OF CHANNEL LETTERS INTERNALLY ILLUMINATED BY LED LIGHTING SING AREA IS 20.15 SQ.FT. (ITAIWAN FOODS)                                                                                                                                                                                                                                                                                                           , $0            , Issued       , 1/22/2025       , 1/22/2025 , 1/22/2026  ,           , Kyi Chow Shar
"10925 Wildflower Road, Temple City, California 91780"               , 8573-034-005, P25-48348   , Plumbing     ,                          , "SHOWER, FLOOR DRAIN AND LABATORIE FOR BATHROOM REMODEL "                                                                                                                                                                                                                                                                                                                                                                     , $0            , Issued       , 1/22/2025       , 1/22/2025 , 1/22/2026  ,           , Mendoza Construction
"9702 Woolley Street Unit B , Temple City, California 91780"         , 5383-017-006, B23-44134   , Building     , NR New Residential       , "CONVERT EXISTING DETACHED GARAGE INTO ACCESSORY DWELLING UNIT: TWO BEDROOMS, ONE BATHROOM, KITCHEN, LIVING ROOM, DINING ROOM AND LAUNDRY."                                                                                                                                                                                                                                                                                   , "$40,138.80 " , Issued       , 2/28/2023       , 1/23/2025 , 1/23/2026  ,           , Kenny Cai
"5004 Golden West Avenue Unit B , Temple City, California 91780"     , 8589-022-021, B23-45467   , Building     , NR New Residential       , "NEW DETACHED ACCESSORY DWELLING UNIT: TWO BEDROOMS, TWO BATHROOMS AND KITCHEN "                                                                                                                                                                                                                                                                                                                                              , "$132,204.66 ", Issued       , 9/25/2023       , 1/23/2025 , 1/23/2026  ,           , Wang Construction and Remodeling Inc.
"5422 Baldwin Avenue Unit A-B, Temple City, California 91780"        , 8586-023-020, B24-47227   , Building     , NR New Residential       , "EXISTING 470 SQ.FT ATTACHED 2-CAR GARAGE CONVERTED INTO ACCESSORY DWELLING UNIT: ONE BEDROOM, ONE BATHROOM, LIVING ROOM, KITCHEN AND LAUNDRY AREA"                                                                                                                                                                                                                                                                           , "$47,695.60 " , Issued       , 8/8/2024        , 1/23/2025 , 1/23/2026  ,           , Bruce Lei Construction Inc.
"9613 Val Street, Temple City, California 91780"                     , 5383-013-001, B25-48361   , Building     , RR Residential Alteration, "RE-ROOF EXISTING ROOF TEAR OFF AND HAUL AWAY DAMAGE SHEATHING REPAIR. NEW SYNTHETIC UNDERLAYMENT, NEW FLASHING AND DIMENSIONAL ASPHALT SHINGLES INSTALLATION ON HOUSE AND ATTACHED GARAGE "                                                                                                                                                                                                                                  , "$8,000 "     , Issued       , 1/23/2025       , 1/23/2025 , 1/23/2026  ,           , Owner-Builder
"5437 Baldwin Avenue, Temple City, California 91780"                 , 8588-019-022, B25-48370   , Building     , RR Residential Alteration, "TEAR OFF AND NEW SHINGLE SYSTEM ATLAS PINNACLE SUN: COOL DRIFTWOOD COLOR CRRC # 1214-0009, SRI #: 23 TOTAL: 19 SQ'S"                                                                                                                                                                                                                                                                                                         , "$7,000 "     , Issued       , 1/23/2025       , 1/23/2025 , 1/23/2026  ,           , Lee's Roofing Corp.
"5004 Golden West Avenue Unit B , Temple City, California 91780"     , 8589-022-021, E25-48331   , Electrical   ,                          , ELECTRICAL FOR A NEW DETACHED ACCESSORY DWELLING UNIT WITH 100 AMP SERVICE PANEL                                                                                                                                                                                                                                                                                                                                              , $0            , Issued       , 1/21/2025       , 1/23/2025 , 1/23/2026  ,           , Wang Construction and Remodeling Inc.
"5422 Baldwin Avenue Unit A-B , Temple City, California 91780"       , 8586-023-020, E25-48362   , Electrical   ,                          , "(32) OUTLETS, (7) LIGHT FIXTURES, RANGE HOOD, EXHAUST FAN, WASHING MACHINE, AC UNITS WITH SUB-PANEL 100 AMP FOR AN ATTACHED ACCESSORY DWELLING UNIT "                                                                                                                                                                                                                                                                        , $0            , Issued       , 1/23/2025       , 1/23/2025 , 1/23/2026  ,           , Bruce Lei Construction Inc.
"9220 Kennerly Street, Temple City, California 91780"                , 8590-010-007, G25-48336   , Grading      ,                          , DEMOLITION OF EXISTING POOL AND EQUIPMENT 414 SQ.FT.  BACKFILLING WITH STRUCTURAL COMPACTED FILL                                                                                                                                                                                                                                                                                                                              , $0            , Issued       , 1/21/2025       , 1/23/2025 , 1/23/2026  ,           , WZ Home Design Inc.
"5120 Kauffman Avenue, Temple City, California 91780"                , 8589-010-018, G25-48366   , Grading      ,                          , DEMOLISH EXISTING POOL & SPA WITH BACKFILLING WITH STRUCTURAL COMPACTED FILL                                                                                                                                                                                                                                                                                                                                                  , $0            , Issued       , 1/23/2025       , 1/23/2025 , 1/23/2026  ,           , World Demolition
"5004 Golden West Avenue Unit B , Temple City, California 91780"     , 8589-022-021, M25-48332   , Mechanical   ,                          , "INSTALL HVAC SYSTEM, AIR INLETS AND VENTILATION FANS FOR A NEW DETACHED ACCESSORY DWELLING UNIT"                                                                                                                                                                                                                                                                                                                             , $0            , Issued       , 1/21/2025       , 1/23/2025 , 1/23/2026  ,           , Wang Construction and Remodeling Inc.
"5422 Baldwin Avenue Unit A-B, Temple City, California 91780"        , 8586-023-020, M25-48363   , Mechanical   ,                          , INSTALL (2) MINI SPLITS SYSTEMS AND VENTILATION FANS                                                                                                                                                                                                                                                                                                                                                                          , $0            , Issued       , 1/23/2025       , 1/23/2025 , 1/23/2026  ,           , Bruce Lei Construction Inc.
"9220 Kennerly Street, Temple City, California 91780"                , 8590-010-007, MISC25-48335, Miscellaneous,                          , DEMOLITION OF EXISTING POOL AND EQUIPMENT 414 SQ.FT.  BACKFILLING WITH STRUCTURAL COMPACTED FILL                                                                                                                                                                                                                                                                                                                              , $0            , Issued       , 1/21/2025       , 1/23/2025 , 1/23/2026  ,           , WZ Home Design Inc.
"5120 Kauffman Avenue, Temple City, California 91780"                , 8589-010-018, MISC25-48365, Miscellaneous,                          , DEMOLISH EXISTING POOL & SPA WITH BACKFILLING WITH STRUCTURAL COMPACTED FILL                                                                                                                                                                                                                                                                                                                                                  , $0            , Issued       , 1/23/2025       , 1/23/2025 , 1/23/2026  ,           , World Demolition
"5004 Golden West Avenue, Temple City, California 91780"             , 8589-022-021, P25-48333   , Plumbing     ,                          , PLUMBING FOR A NEW DETACHED ACCESSORY DWELLING UNIT AND CONNECT TO PUBLIC SEWER                                                                                                                                                                                                                                                                                                                                               , $0            , Issued       , 1/21/2025       , 1/23/2025 , 1/23/2026  ,           , Wang Construction and Remodeling Inc.
"9737 Val Street, Temple City, California 91780"                     , 5383-017-023, P25-48360   , Plumbing     ,                          , WATER HEATER REPLACEMENT                                                                                                                                                                                                                                                                                                                                                                                                      , $0            , Issued       , 1/23/2025       , 1/23/2025 , 1/23/2026  ,           , Owner-Builder
"5422 Baldwin Avenue Unit A-B , Temple City, California 91780"       , 8586-023-020, P25-48364   , Plumbing     ,                          , "SHOWER, CLOTHES WASHER, HOSE BIBBS, LAVATORY, SINK, WATER CLOSET, WATER HEATER, GAS OUTLETS, WATER MAIN AND CONNECT ATTACHED ACCESSORY DWELLING UNIT TO PUBLIC SEWER "                                                                                                                                                                                                                                                       , $0            , Issued       , 1/23/2025       , 1/23/2025 , 1/23/2026  ,           , Bruce Lei Construction Inc.
"10761 Lynrose Street, Temple City, California 91780"                , 8573-011-027, P25-48369   , Plumbing     ,                          , PEX REPIPE (2) BATHROOMS HOME (8) PLUMBING FIXTURES                                                                                                                                                                                                                                                                                                                                                                           , $0            , Issued       , 1/23/2025       , 1/23/2025 , 1/23/2026  ,           , Service Hero dba Rooter Hero
"4502 Fiesta Avenue, Temple City, California 91780"                  , 8592-001-045, B25-48373   , Building     , RR Residential Alteration, TEAR OFF RE-ROOFING WITH COMPO SHINGLE ON MAIN HOUSE 1760 SQ.FT. & ATTACHED GARAGE 450 SQ.FT. TOTAL RE-ROOFING AREA 2210 SQ.FT.                                                                                                                                                                                                                                                                                               , "$5,000 "     , Issued       , 1/27/2025       , 1/27/2025 , 1/27/2026  ,           , "Good Tidings Construction, Inc. "
"6012 Sultana Avenue, Temple City, California 91780"                 , 5384-015-008, B25-48375   , Building     , RR Residential Alteration, "REMOVE ALL ROOF, REPLACE WOOD DAMAGED, INSTALL NEW PAPER AND INSTAL NEW SHINGLES 1200 SQ.FT. "                                                                                                                                                                                                                                                                                                                               , "$10,900 "    , Issued       , 1/27/2025       , 1/27/2025 , 1/27/2026  ,           , Silvestre Roofing
"9102 Broadway, Temple City, California 91780"                       , 5388-002-006, B25-48376   , Building     , RR Residential Alteration, "TEAR OFF APPLY RADIANT BARRIER, APPLY GAF SHINGLES SAGEWOOD CRRC # 0676-0132A MAIN HOUSE & GARAGE 3000 SQ.FT. "                                                                                                                                                                                                                                                                                                              , "$22,500 "    , Issued       , 1/27/2025       , 1/27/2025 , 1/27/2026  ,           , Chong Wing Cheng
"6229 Encinita Avenue, Temple City, California 91780"                , 5384-011-021, B25-48377   , Building     , RR Residential Alteration, RETROFIT (23) WINDOWS  LIKE FOR LIKE                                                                                                                                                                                                                                                                                                                                                                                          , "$15,000 "    , Issued       , 1/27/2025       , 1/27/2025 , 1/27/2026  ,           , Formosa Windows & Doors Glazing Corporation
"9661 Olive Street, Temple City, California 91780"                   , 8588-024-022, B25-48378   , Building     , RR Residential Alteration, TEAR OFF INSTALL COOL ROOF SHINGLES OAKRIDGE ESTATE GRAY CRRC # 0610-0016 ON DETACHED ACCESSORY DWELLING                                                                                                                                                                                                                                                                                                                      , "$4,000 "     , Issued       , 1/27/2025       , 1/27/2025 , 1/27/2026  ,           , Chong Wing Cheng
"5011 Halifax Road, Temple City, California 91780"                   , 8585-018-027, B25-48379   , Building     , RR Residential Alteration, "REMODEL (2) EXISTING BATHROOMS. REPLACED WOOD STUB (ROTTEN) ON GARAGE WALL AND 1/2"" DRYWALL "                                                                                                                                                                                                                                                                                                                               , "$15,000 "    , Issued       , 1/27/2025       , 1/27/2025 , 1/27/2026  ,           , UGI Contruction
"9217 Garibaldi Avenue, Temple City, California 91780"               , 5385-003-026, B25-48385   , Building     , RR Residential Alteration, REMOVE AND REPLACE (2) WINDOWS AND (1) PATIO DOOR. ALL WINDOWS AND DOOR WILL HAVE STUCCO  BREAK OUT. ALL WINDOWS AND DOOR ARE BEING REPLACED LIKE SIZE FOR LIKE SIZE WITH NO STRUCTURAL CHANGES. STUCCO REPAIR TO MATCH EXISTING FOR COLOR AND TEXTURES ALL WINDOWS AND DOORS WILL HBA HIGH LOW-E4 TEMPERED SMART GLASS                                                                                                       , "$3,200 "     , Issued       , 1/27/2025       , 1/27/2025 , 1/27/2026  ,           , Renewal by Andersen LLC
"5148 Barela Avenue Unit B , Temple City, California 91780"          , 8589-011-024, B25-48386   , Building     , OT Other                 , "TO COMPLETE WORK FOR FINAL INSPECTION STARTED UNDER PERMIT # B23-44012 FOR A NEW DETACHED ACCESSORY DWELLING UNIT: TWO BEDROOMS, TWO BATHROOMS, KITCHEN, ENTRANCE PORCH AND ATTACHED TO EXISTING DETACHED GARAGE"                                                                                                                                                                                                            , $0            , Issued       , 1/27/2025       , 1/27/2025 , 1/27/2026  ,           , Y W Rising Builder Inc
"5027 Fratus Drive, Temple City, California 91780"                   , 8590-031-019, B25-48390   , Building     , RR Residential Alteration, REMOVE EXISTING SHINGLES DOWN TO WOOD. REPLACE ANY DAMAGED WOOD AS NEEDED. INSTALL COMPOSITION SHINGLE HOUSE AND GARAGE. INSTALL TPO ON FLAT PORTION SHINGLE 21 SQ.'S AND FLAT 8 SQ'S.                                                                                                                                                                                                                                        , "$18,200 "    , Issued       , 1/27/2025       , 1/27/2025 , 1/27/2026  ,           , DT Roofing
"4502 Fiesta Avenue, Temple City, California 91780"                  , 8592-001-045, E25-48374   , Electrical   ,                          , ELECTRICAL PANEL UPGRADE TO 200 AMP                                                                                                                                                                                                                                                                                                                                                                                           , $0            , Issued       , 1/27/2025       , 1/27/2025 , 1/27/2026  ,           , "Good Tidings Construction, Inc. "
"5011 Halifax Road, Temple City, California 91780"                   , 8585-018-027, E25-48380   , Electrical   ,                          , (2) OUTLETS (2) LIGHT FIXTURES AND (2) EXHAUST FAN FOR (2) BATHROOMS REMODELS                                                                                                                                                                                                                                                                                                                                                 , $0            , Issued       , 1/27/2025       , 1/27/2025 , 1/27/2026  ,           , UGI Contruction
"5148 Barela Avenue Unit B , Temple City, California 91780"          , 8589-011-024, E25-48387   , Electrical   ,                          , TO COMPLETE WORK FOR FINAL INSPECTION STARTED UNDER PERMIT # E23-44587 FOR A NEW DETACHED ACCESSORY DWELLING UNIT WITH 2 GANG PANEL (1) 200 AMP SERVICE PANEL AND (1) 100 AMP SERVICE PANEL                                                                                                                                                                                                                                   , $0            , Issued       , 1/27/2025       , 1/27/2025 , 1/27/2026  ,           , Y W Rising Builder Inc
"5011 Halifax Road, Temple City, California 91780"                   , 8585-018-027, M25-48381   , Mechanical   ,                          , (2) VENTILATION FANS FOR (2) BATHROOMS REMODEL                                                                                                                                                                                                                                                                                                                                                                                , $0            , Issued       , 1/27/2025       , 1/27/2025 , 1/27/2026  ,           , UGI Contruction
"5148 Barela Avenue Unit B , Temple City, California 91780"          , 8589-011-024, M25-48388   , Mechanical   ,                          , "TO COMPLETE WORK FOR FINAL INSPECTION STARTED UNDER PERMIT # M23-44588 TO INSTALL MINI SPLIT SYSTEM, APPLIANCE VENT AND VENTILATION FANS FOR A NEW DETACHED ACCESSORY DWELLING UNIT"                                                                                                                                                                                                                                         , $0            , Issued       , 1/27/2025       , 1/27/2025 , 1/27/2026  ,           , Y W Rising Builder Inc
"5011 Halifax Road, Temple City, California 91780"                   , 8585-018-027, P25-48382   , Plumbing     ,                          , "(2) SHOWERS, (2) LAVATORIES AND (2) WATER CLOSETS FOR (2) BATHROOMS REMODEL "                                                                                                                                                                                                                                                                                                                                                , $0            , Issued       , 1/27/2025       , 1/27/2025 , 1/27/2026  ,           , UGI Contruction
"5232 Sereno Drive Unit A , Temple City, California 91780"           , 5388-010-088, P25-48383   , Plumbing     ,                          , (50) GALLON WATER HEATER CHANGE OUT SAME LOCATION LIFE FOR LIKE (LAUNDRY ROOM)                                                                                                                                                                                                                                                                                                                                                , $0            , Issued       , 1/27/2025       , 1/27/2025 , 1/27/2026  ,           , Reliance Home Services dba Adeedo
"10903 Grand Avenue, Temple City, California 91780"                  , 8574-008-018, P25-48384   , Plumbing     ,                          , REMOVE AND REPLACE 35 FEET OF 3/4 GAS LINE. FROM METER TO HOME                                                                                                                                                                                                                                                                                                                                                                , $0            , Issued       , 1/27/2025       , 1/27/2025 , 1/27/2026  ,           , Frassica Inc.
"5148 Barela Avenue Unit B , Temple City, California 91780"          , 8589-011-024, P25-48389   , Plumbing     ,                          , TO COMPLETE WORK FOR FINAL INSPECTION STARTER UNDER PERMIT # P23-44589 PLUMBING FOR NEW DETACHED ACCESSORY DWELLING UNIT AND CONNECT TO PUBLIC SEWER                                                                                                                                                                                                                                                                          , $0            , Issued       , 1/27/2025       , 1/27/2025 , 1/27/2026  ,           , Y W Rising Builder Inc
"9225 Flaherty Street Unit A , Temple City, California 91780"        , 5385-002-007, B23-44691   , Building     , RA Residential Addition  , "194 SQ.FT. ADDITION OF ONE  BEDROOM AND ONE BATHROOM AT THE REAR OF THE HOUSE. REMOVE PORTION OF THE STRUCTURE. ADD 48 SQ,FT. OF NEW LAUNDRY AT FRONT OF HOUSE. INTERIOR REMODEL OF EXISTING HOUSE. "                                                                                                                                                                                                                        , "$55,503.54 " , Issued       , 5/25/2023       , 1/28/2025 , 1/28/2026  ,           , Yonghua Remodeling Inc.
"9225 Flaherty Street Unit B , Temple City, California 91780"        , 5385-002-007, B23-44692   , Building     , NR New Residential       , "NEW 259 SQ.FT. ACCESSORY DWELLING UNIT: ONE BEDROOM, ONE BATHROOM AND KITCHEN ATTACHED TO EXISTING DETACHED GARAGE. "                                                                                                                                                                                                                                                                                                        , "$43,348.83 " , Issued       , 5/25/2023       , 1/28/2025 , 1/28/2026  ,           , Yonghua Remodeling Inc.
"9442 Pentland Street Unit B, Temple City, California 91780"         , 8590-012-006, B24-47803   , Building     , NR New Residential       , "CONVERT EXISTING 594 SQ.FT. DETACHED GARAGE & ADD 204 SQ.FT. INTO A 798 SQ.FT. DETACHED ACCESSORY DWELLING UNIT: ONE BEDROOM, ONE AND HALF BATHROOMS, KITCHEN AND FRONT PORCH"                                                                                                                                                                                                                                               , "$96,001.50 " , Issued       , 10/24/2024      , 1/28/2025 , 1/28/2026  ,           , Owner-Builder
"9937 Bogue Street, Temple City, California 91780"                   , 8588-014-021, B25-48401   , Building     , RR Residential Alteration, HOUSE - REMOVE EXISTING ROOF. INSTALL NEW COMP SHINGLE OVER EXISTING PLYWOOD.                                                                                                                                                                                                                                                                                                                                                 , "$11,000 "    , Issued       , 1/28/2025       , 1/28/2025 , 1/28/2026  ,           , Keefer's Roofing
"9937 Bogue Street, Temple City, California 91780"                   , 8588-014-021, B25-48402   , Building     , OT Other                 , DETACHED GARAGE - REMOVE EXISTING ROOF. INSTALL NEW COMP SHINGLE OVER EXISTING PLYWOOD.                                                                                                                                                                                                                                                                                                                                       , "$4,000 "     , Issued       , 1/28/2025       , 1/28/2025 , 1/28/2026  ,           , Keefer's Roofing
"5556 El Monte Avenue, Temple City, California 91780"                , 8573-002-001, B25-48416   , Building     , RR Residential Alteration, ROOF REPAIR - REPLACE DAMAGED JOISTS ROOF SHEATHING AND SMALL PART FASCIA AND ASPHALT SHINGLES                                                                                                                                                                                                                                                                                                                                , $850          , Issued       , 1/28/2025       , 1/28/2025 , 1/28/2026  ,           , Wiltren Contractors Inc.
"10317 Olive Street Unit A , Temple City, California 91780"          , 8586-028-045, B25-48417   , Building     , FS Fire Sprinkler        , INSTALL FIRE SPRINKLER SYSTEM FOR A NEW SINGLE FAMILY-DWELLING                                                                                                                                                                                                                                                                                                                                                                , "$5,000 "     , Issued       , 1/28/2025       , 1/28/2025 , 1/28/2026  ,           , United Fire & Safety Corp.
"10317 Olive Street Unit B, Temple City , California 91780"          , 8586-028-045, B25-48418   , Building     , FS Fire Sprinkler        , INSTALL FIRE SPRINKLER SYSTEM FOR A NEW DETACHED ACCESSORY DWELLING UNIT                                                                                                                                                                                                                                                                                                                                                      , "$2,500 "     , Issued       , 1/28/2025       , 1/28/2025 , 1/28/2026  ,           , United Fire & Safety Corp.
"5837 Kauffman Avenue, Temple City, California 91780"                , 8587-021-009, B25-48421   , Building     , RR Residential Alteration, "TEAR OFF EXISTING ROOF, REPLACE PLYWOOD AS NEEDED NEW COMPO SHINGLE SOLARIS CRRC # 0668-0129"                                                                                                                                                                                                                                                                                                                                , "$12,500 "    , Issued       , 1/28/2025       , 1/28/2025 , 1/28/2026  ,           , Owner-Builder
"5839 Kauffman Avenue, Temple City, California 91780"                , 8587-021-009, B25-48422   , Building     , RR Residential Alteration, "TEAR OFF EXISTING ROOF, REPLACE PLYWOOD AS NEEDED NEW COMPO SHINGLE SOLARIS CRRC # 0668-0129"                                                                                                                                                                                                                                                                                                                                , "$12,500 "    , Issued       , 1/28/2025       , 1/28/2025 , 1/28/2026  ,           , Owner-Builder
"9225 Flaherty Street Unit A , Temple City, California 91780"        , 5385-002-007, E25-48391   , Electrical   ,                          , "(2) OUTLETS, (3) LIGHT FIXTURES AND WASHING MACHINE FOR ADDITION AND REMODEL "                                                                                                                                                                                                                                                                                                                                               , $0            , Issued       , 1/27/2025       , 1/28/2025 , 1/28/2026  ,           , Yonghua Remodeling Inc.
"9225 Flaherty Street Unit B , Temple City, California 91780"        , 5385-002-007, E25-48394   , Electrical   ,                          , "(7) OUTLETS, (3) LIGHT FIXTURES, (1) EXHAUST FAN, AC UNIT AND WITH 100 AMP SUB-PANEL FOR A NEW DETACHED ACCESSORY DWELLING UNIT "                                                                                                                                                                                                                                                                                            , $0            , Issued       , 1/27/2025       , 1/28/2025 , 1/28/2026  ,           , Yonghua Remodeling Inc.
"9442 Pentland Street Unit B , Temple City, California 91780"        , 8590-012-006, E25-48398   , Electrical   ,                          , "(10) BRANCH CIRCUITS, (10) OUTLETS, (18) LIGHT FIXTURES, GARBAGE DISPOSAL, DISHWASHER, RANGE HOODS, WASHING MACHINE, EXHAUST FANS AND AC UNITS FOR DETACHED ACCESSORY DWELLING UNIT "                                                                                                                                                                                                                                        , $0            , Issued       , 1/28/2025       , 1/28/2025 , 1/28/2026  ,           , Owner-Builder
"4803 Alessandro Avenue, Temple City, California 91780"              , 8590-025-016, E25-48415   , Electrical   ,                          , ELECTRICAL PANEL UPGRADE FROM 100 AMP TO 200 AMP                                                                                                                                                                                                                                                                                                                                                                              , $0            , Issued       , 1/28/2025       , 1/28/2025 , 1/28/2026  ,           , Owner-Builder
"9225 Flaherty Street Unit A , Temple City, California 91780"        , 5385-002-007, M25-48392   , Mechanical   ,                          , (1) VENTILATION FAN FOR ADDITION & REMODEL                                                                                                                                                                                                                                                                                                                                                                                    , $0            , Issued       , 1/27/2025       , 1/28/2025 , 1/28/2026  ,           , Yonghua Remodeling Inc.
"9225 Flaherty Street Unit B , Temple City, California 91780"        , 5385-002-007, M25-48395   , Mechanical   ,                          , INSTALL NEW MINI SPLIT SYSTEM AND VENTILATIONS FANS FOR A NEW DETACHED ACCESSORY DWELLING UNIT                                                                                                                                                                                                                                                                                                                                , $0            , Issued       , 1/27/2025       , 1/28/2025 , 1/28/2026  ,           , Yonghua Remodeling Inc.
"9442 Pentland Street Unit B, Temple City, California 91780"         , 8590-012-006, M25-48399   , Mechanical   ,                          , INSTALL (3) MINI SPLIT SYSTEM AND VENTILATION FANS FOR A DETACHED ACCESSORY DWELLING UNIT                                                                                                                                                                                                                                                                                                                                     , $0            , Issued       , 1/28/2025       , 1/28/2025 , 1/28/2026  ,           , Owner-Builder
"9225 Flaherty Street, Temple City, California 91780"                , 5385-002-007, MISC25-48397, Miscellaneous,                          , TO VERIFY COMPLIANCE: TO REMOVE THE UNPERMITTED (SOUTH OF BEDROOM #3) AND REMOVE THE COVERED PATIO (EAST OF THE LIVING ROOM)                                                                                                                                                                                                                                                                                                  , $0            , Issued       , 1/27/2025       , 1/28/2025 , 1/28/2026  ,           , Yonghua Remodeling Inc.
"9225 Flaherty Street Unit A , Temple City, California 91780"        , 5385-002-007, P25-48393   , Plumbing     ,                          , "BATHTUB/SHOWER, CLOTHES WASHER, LAVATORY AND WATER CLOSET FOR ADDITION AND REMODEL "                                                                                                                                                                                                                                                                                                                                         , $0            , Issued       , 1/27/2025       , 1/28/2025 , 1/28/2026  ,           , Yonghua Remodeling Inc.
"9225 Flaherty Street Unit B , Temple City, California 91780"        , 5385-002-007, P25-48396   , Plumbing     ,                          , "SHOWER, LAVATORY, SINK, WATER CLOSET, WATER HEATER, HOSE BIBB, GAS OUTLETS, WATER MAIN AND CONNECT DETACHED ACCESSORY DWELLING UNIT TO PUBLIC SEWER "                                                                                                                                                                                                                                                                        , $0            , Issued       , 1/27/2025       , 1/28/2025 , 1/28/2026  ,           , Yonghua Remodeling Inc.
"9442 Pentland Street Unit B, Temple City, California 91780"         , 8590-012-006, P25-48400   , Plumbing     ,                          , "SHOWERS, CLOTHES WASHER, DISHWASHER, HOSE BIBB, LAVATORIES, SINK, WATER CLOSETS, WATER HEATER, GAS OUTLETS, WATER MAIN AND CONNECT THE DETACHED ACCESSORY DWELLING UNIT TO PUBLIC SEWER "                                                                                                                                                                                                                                    , $0            , Issued       , 1/28/2025       , 1/28/2025 , 1/28/2026  ,           , Owner-Builder
"5731 Oak Avenue Unit A , Temple City, California 91780"             , 8587-005-007, B24-47610   , Building     , RA Residential Addition  , INTERIOR 710 SQ.FT. REMODEL OF EXISTING 1-STORY MAIN HOUSE AND 1122 ADDITION OF ONE BEDROOM AND THREE BATHROOMS.                                                                                                                                                                                                                                                                                                              , "$224,931.74 ", Issued       , 9/26/2024       , 1/29/2025 , 1/29/2026  ,           , Copper Construction LLC
"5731 Oak Avenue Unit B , Temple City, California 91780"             , 8587-005-007, B24-47611   , Building     , NR New Residential       , NEW 451 SQ.FT. DETACHED STUDIO ACCESSORY DWELLING UNIT AND 61 SQ.FT. FRONT PORCH                                                                                                                                                                                                                                                                                                                                              , "$78,632.76 " , Issued       , 9/26/2024       , 1/29/2025 , 1/29/2026  ,           , Copper Construction LLC
"10054 Green Street, Temple City, California 91780"                  , 8585-007-030, B25-48423   , Building     , RR Residential Alteration, TEAR OFF EXISTING ROOF: ONE LAYER COMP SHINGLES ON  HOUSE. REPLACE ANY WOOD AS NEEDED. REROOF WITH GAF HDZ RS SHINGLES                                                                                                                                                                                                                                                                                                        , "$6,250 "     , Issued       , 1/29/2025       , 1/29/2025 , 1/29/2026  ,           , MF Roofing
"10056 Green Street, Temple City, California 91780"                  , 8585-007-030, B25-48424   , Building     , RR Residential Alteration, TEAR OFF EXISTING ROOF: ONE LAYER COMP SHINGLES ON  HOUSE. REPLACE ANY WOOD AS NEEDED. REROOF WITH GAF HDZ RS SHINGLES                                                                                                                                                                                                                                                                                                        , "$6,250 "     , Issued       , 1/29/2025       , 1/29/2025 , 1/29/2026  ,           , MF Roofing
"10054 - 10056  Green Street, Temple City, California 91780"         , 8585-007-030, B25-48425   , Building     , OT Other                 , TEAR OFF EXISTING ROOF: ONE LAYER COMP SHINGLES ON DETACHED GARAGE. REPLACE ANY WOOD AS NEEDED. REROOF WITH GAF HDZ RS SHINGLES                                                                                                                                                                                                                                                                                               , "$2,500 "     , Issued       , 1/29/2025       , 1/29/2025 , 1/29/2026  ,           , MF Roofing
"5920 Avon Avenue, San Gabriel, California 91775"                    , 5386-012-079, B25-48426   , Building     , RR Residential Alteration, MAIN HOUSE - REMOVE ALL EXISTING ROOF. REPLACE WOOD DAMAGED AS NEEDED. INSTALL NEW PAPER AND NEW SHINGLES                                                                                                                                                                                                                                                                                                                     , "$8,100 "     , Issued       , 1/29/2025       , 1/29/2025 , 1/29/2026  ,           , Silvestre Roofing
"5920 Avon Avenue, San Gabriel, California 91775"                    , 5386-012-079, B25-48427   , Building     , OT Other                 , DETACHED GARAGE - REMOVE ALL EXISTING ROOF. REPLACE WOOD DAMAGED AS NEEDED. INSTALL NEW PAPER AND NEW SHINGLES                                                                                                                                                                                                                                                                                                                , "$4,800 "     , Issued       , 1/29/2025       , 1/29/2025 , 1/29/2026  ,           , Silvestre Roofing
"10923 Daines Drive, Temple City, California 91780"                  , 8573-019-006, B25-48429   , Building     , RR Residential Alteration, RE-ROOF REMOVE EXISTING ROOF AND INSTALL NEW ASPHALT SHINGLE COOL ROOF WITH SYNTHETIC UNDERLAYMENT                                                                                                                                                                                                                                                                                                                            , "$7,000 "     , Issued       , 1/29/2025       , 1/29/2025 , 1/29/2026  ,           , Choung Roofing Corp.
"5600 - 5602 Sultana Avenue, Temple City, California 91780"          , 5387-025-021, B25-48430   , Building     , OT Other                 , REMOVE EXISTING ROOFING FROM CARPORT ONLY. INSTALL LIKE FOR LIKE (MODIFIED TORCH BITUMEN)                                                                                                                                                                                                                                                                                                                                     , "$4,900 "     , Issued       , 1/29/2025       , 1/29/2025 , 1/29/2026  ,           , J C Golden Key Roofing
